NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4
2789502,10/16/2020,10/16/2020,11:40:00,11:42:09,"6,450","3,000,000","2,150","53,0","56,0",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789681,10/17/2020,10/17/2020,12:33:00,12:34:06,"3,300","3,000,000","1,100","201,6","193,0",A,2,A2,oplopend,Nederweert,Kelpen-Oler,Eindhoven,Maastricht-Noord,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Eerder(e) ongeval(len) 0]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2789631,10/16/2020,10/16/2020,17:33:00,17:46:04,"26,133","2,000,000","13,067","84,4","82,4",A,15,A15,oplopend,Sliedrecht-West,Sliedrecht-Oost,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 13],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789582,10/16/2020,10/16/2020,16:14:00,17:43:05,"399,483","4,484,378","89,083","33,5","31,5",A,4,A4,oplopend,Limesaquaduct,Zoeterwoude-Rijndijk,Amsterdam,Den Haag,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 39], [Eerder(e) ongeval(len) 8], [Ongeval(len) 23], [Eerder(e) ongeval(len) 18]","[000], [ACI], [ACA], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789590,10/16/2020,10/16/2020,16:19:00,16:57:58,"133,900","3,436,270","38,967","87,3","84,3",A,15,A15,oplopend,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 24], [Eerder(e) ongeval(len) 6], [Geen oorzaakcode opgegeven door VWM 8]","[000], [ACI], [ACA], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789266,10/14/2020,10/14/2020,16:23:00,17:49:13,"474,950","5,508,796","86,217","28,8","25,8",A,27,A27,oplopend,Hank,Nieuwendijk,Breda,Gorinchem,Ongeval met vrachtwagen(s),"[Ongeval met vrachtwagen(s) 67], [Eerder(e) ongeval(len) 20]","[ACH], [ACA]",ACH,Ongeval met vrachtwagen(s),Ongeval vrachtwagen,Ongeval,Ongeval
2789596,10/16/2020,10/16/2020,16:23:00,16:26:05,"6,167","2,000,000","3,083","34,8","36,8",A,27,A27,aflopend,Industrieterrein Avelingen,Merwedebrug,Gorinchem,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789423,10/15/2020,10/15/2020,16:58:00,17:02:03,"8,100","2,000,000","4,050","22,0","20,0",A,7,A7,oplopend,Purmerend-Noord,Avenhorn,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789546,10/16/2020,10/16/2020,15:25:00,15:31:04,"12,133","2,000,000","6,067","31,5","33,5",A,20,A20,aflopend,Rotterdam-Crooswijk,Rotterdam-Noord,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789245,10/14/2020,10/14/2020,15:48:00,15:51:04,"6,133","2,000,000","3,067","54,8","52,8",A,4,A4,oplopend,Den Haag-Zuid,Den Hoorn,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789521,10/16/2020,10/16/2020,13:26:00,13:48:45,"56,500","2,483,517","22,750","235,3","233,3",A,2,A2,oplopend,Born,Urmond,Eindhoven,Maastricht-Noord,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 12], [Eerder pechgeval 9]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2789595,10/16/2020,10/16/2020,16:23:00,16:42:25,"38,833","2,000,000","19,417","250,9","252,9",A,2,A2,aflopend,Maastricht-Noord,Meerssen,Maastricht-Noord,Eindhoven,Eerder pechgeval,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder pechgeval 19], [Geen oorzaakcode opgegeven door VWM 0]","[000], [M13], [000]",M13,Eerder pechgeval,Defect voertuig,Incident (gestrand voertuig),Incident
2789344,10/15/2020,10/15/2020,7:52:00,8:03:05,"22,167","2,000,000","11,083","32,0","34,0",A,20,A20,aflopend,Rotterdam-Crooswijk,Rotterdam-Noord,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789549,10/16/2020,10/16/2020,15:30:00,15:53:17,"134,700","5,785,254","23,283","107,0","103,0",A,2,A2,oplopend,Zaltbommel,Kerkdriel,Utrecht,'s-Hertogenbosch,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 16], [Eerder(e) ongeval(len) 6]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789182,10/14/2020,10/14/2020,6:34:00,6:45:05,"22,167","2,000,000","11,083","81,9","83,9",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789407,10/15/2020,10/15/2020,16:11:00,16:45:03,"72,083","2,116,985","34,050","32,0","30,0",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 34],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789535,10/16/2020,10/16/2020,14:33:00,14:42:03,"27,150","3,000,000","9,050","52,1","55,1",A,58,A58,aflopend,Bavel,Tilburg-Reeshof,Breda,Tilburg,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 9],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789404,10/15/2020,10/15/2020,16:06:00,16:58:04,"128,150","2,461,268","52,067","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 52],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789274,10/14/2020,10/14/2020,16:39:00,16:41:05,"4,167","2,000,000","2,083","86,6","84,6",A,15,A15,oplopend,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789385,10/15/2020,10/15/2020,13:37:00,15:26:27,"372,183","3,400,487","109,450","84,5","82,5",A,12,A12,oplopend,Maarsbergen,Veenendaal-West,Utrecht,Arnhem,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 1], [Spoedreparatie 101], [Geen oorzaakcode opgegeven door VWM 8]","[000], [N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud
2789402,10/15/2020,10/15/2020,15:59:00,16:19:21,"58,483","2,873,874","20,350","3,2","0,2",N,3,N3,oplopend,Dordrecht-Centrum/De Staart,Wantijbrug,Papendrecht,Dordrecht,Wegwerkzaamheden,"[Wegwerkzaamheden 20], [Geen oorzaakcode opgegeven door VWM 0]","[RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2789564,10/16/2020,10/16/2020,15:51:00,16:11:40,"63,300","3,062,903","20,667","103,4","107,4",A,59,A59,aflopend,Waspik,Hooipolder,'s-Hertogenbosch,Zonzeel,Opruimingswerkzaamheden,[Opruimingswerkzaamheden 21],[OCL],OCL,Opruimingswerkzaamheden,Opruimwerkzaamheden,Incident (opruimwerkzaamheden),Incident
2789541,10/16/2020,10/16/2020,14:58:00,15:50:59,"227,317","4,290,343","52,983","103,4","105,4",A,59,A59,aflopend,Waspik,Hooipolder,'s-Hertogenbosch,Zonzeel,Opruimingswerkzaamheden,"[Defecte vrachtwagen(s) 21], [Opruimingswerkzaamheden 32], [Ongeval(len) 1]","[HBD], [OCL], [ACI]",OCL,Opruimingswerkzaamheden,Opruimwerkzaamheden,Incident (opruimwerkzaamheden),Incident
2789421,10/15/2020,10/15/2020,16:49:00,16:54:04,"10,133","2,000,000","5,067","29,4","27,4",A,7,A7,oplopend,Avenhorn,Hoorn,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789585,10/16/2020,10/16/2020,16:15:00,16:26:05,"22,167","2,000,000","11,083","36,6","38,6",A,20,A20,aflopend,Prins Alexander,Terbregseplein,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789570,10/16/2020,10/16/2020,15:55:00,16:04:05,"31,200","3,434,862","9,083","32,0","29,0",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789674,10/17/2020,10/17/2020,11:37:00,11:44:05,"21,250","3,000,000","7,083","15,9","18,9",A,10,A10,aflopend,Rozenoordbrug,Amstel,De Nieuwe Meer,Amstel,Ophoogscript,[Ophoogscript 7],[YDP],YDP,Ophoogscript,Werkzaamheden gevonden door WiFi-script,Werkzaamheden,Aanleg en gepland onderhoud
2789687,10/17/2020,10/17/2020,14:23:00,15:17:27,"108,900","2,000,000","54,450","15,9","17,9",A,10,A10,aflopend,Rozenoordbrug,Amstel,De Nieuwe Meer,Amstel,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 0], [Wegwerkzaamheden 54], [Eerder(e) ongeval(len) 0], [Wegwerkzaamheden 0]","[000], [RWK], [ACA], [RWK]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2789304,10/14/2020,10/14/2020,19:23:00,20:01:59,"77,967","2,000,000","38,983","29,0","27,0",A,20,A20,oplopend,Giessenbrug,Rotterdam-Overschie,Hoek van Holland,Gouda,Wegwerkzaamheden,[Wegwerkzaamheden 39],[RWK],RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2789221,10/14/2020,10/14/2020,11:48:00,12:28:44,"109,033","2,676,759","40,733","48,0","46,0",A,9,A9,oplopend,Brug Over Het Zijkanaal C,Velsen,Amstelveen,Alkmaar,Ongeval met vrachtwagen(s),"[Ongeval met vrachtwagen(s) 41], [Geen oorzaakcode opgegeven door VWM 0]","[ACH], [000]",ACH,Ongeval met vrachtwagen(s),Ongeval vrachtwagen,Ongeval,Ongeval
2789612,10/16/2020,10/16/2020,16:52:00,17:14:04,"60,100","2,723,565","22,067","51,1","49,1",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,Te ho(o)g(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Te ho(o)g(e) voertuig(en) 6], [Geen oorzaakcode opgegeven door VWM 15]","[000], [OHV], [000]",OHV,Te ho(o)g(e) voertuig(en),Hoogtemelding,Incident,Incident
2789733,10/18/2020,10/18/2020,12:24:00,13:11:00,"94,000","2,000,000","47,000","96,6","94,6",A,29,A29,oplopend,Numansdorp,Haringvlietbrug,Rotterdam,Sabina,Ongeval(len),"[Ongeval(len) 43], [Eerder(e) ongeval(len) 4]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789727,10/18/2020,10/18/2020,10:18:00,12:28:05,"521,667","4,010,250","130,083","56,1","54,1",A,12,A12,oplopend,De Meern,Oudenrijn,Den Haag,Utrecht,Ongeval (met opruim/berging),"[Ongeval(len) 59], [Ongevalsonderzoek 46], [Opruimwerkzaamheden 8], [Eerder(e) ongeval(len) 17]","[ACI], [ACW], [CLE], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789735,10/18/2020,10/18/2020,14:08:00,14:08:28,"0,933","2,000,000","0,467","44,3","42,3",A,15,A15,oplopend,Havens 4000-5200,Spijkenisse,Europoort,Ridderkerk,Ophoogscript,[Ophoogscript 0],[YDP],YDP,Ophoogscript,Werkzaamheden gevonden door WiFi-script,Werkzaamheden,Aanleg en gepland onderhoud
2789820,10/19/2020,10/19/2020,11:56:00,12:15:20,"38,667","2,000,000","19,333","33,6","31,6",A,27,A27,oplopend,Werkendam,Merwedebrug,Breda,Gorinchem,Eerder pechgeval,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder pechgeval 19]","[000], [M13]",M13,Eerder pechgeval,Defect voertuig,Incident (gestrand voertuig),Incident
2789755,10/19/2020,10/19/2020,6:15:00,7:06:27,"392,383","7,626,498","51,450","41,8","43,8",A,15,A15,aflopend,Rozenburg,Brielle,Ridderkerk,Europoort,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 0], [Defecte vrachtwagen(s) 51]","[000], [HBD]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2789876,10/20/2020,10/20/2020,7:48:00,8:17:41,"74,383","2,505,896","29,683","28,0","30,0",A,27,A27,aflopend,Nieuwendijk,Hank,Gorinchem,Breda,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 3], [Defect(e) voertuig(en) 7], [Eerder pechgeval 20]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2789806,10/19/2020,10/19/2020,10:20:00,10:44:19,"48,633","2,000,000","24,317","34,7","32,7",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Defecte vrachtwagen (met incident op aansluitende weg),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 0], [Incident op aansluitende weg 23]","[000], [HBD], [N69]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2789761,10/19/2020,10/19/2020,6:43:00,6:43:06,"0,300","3,000,000","0,100","47,5","50,5",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 0],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789874,10/20/2020,10/20/2020,6:53:00,6:55:05,"4,167","2,000,000","2,083","83,2","85,2",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789815,10/19/2020,10/19/2020,11:42:00,11:49:04,"14,133","2,000,000","7,067","47,9","49,9",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789928,10/20/2020,10/20/2020,16:11:00,16:45:05,"126,250","3,704,157","34,083","86,6","84,6",A,15,A15,oplopend,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 34],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789842,10/19/2020,10/19/2020,16:35:00,16:37:05,"4,167","2,000,000","2,083","51,7","49,7",A,15,A15,oplopend,Benelux,Rotterdam-Heijplaat,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789793,10/19/2020,10/19/2020,8:13:00,8:18:35,"11,167","2,000,000","5,583","6,9","4,9",A,5,A5,oplopend,Brug Over De Hoofdvaart,Raasdorp,Hoofddorp,Amsterdam,Opruimingswerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Opruimingswerkzaamheden 5]","[000], [OCL]",OCL,Opruimingswerkzaamheden,Opruimwerkzaamheden,Incident (opruimwerkzaamheden),Incident
2789907,10/20/2020,10/20/2020,14:18:00,14:41:53,"47,767","2,000,000","23,883","152,3","150,3",A,58,A58,oplopend,De Poel,Heinkenszand,Bergen op Zoom,Vlissingen,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 0], [Defecte vrachtwagen(s) 23]","[000], [HBD]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2789843,10/19/2020,10/19/2020,16:35:00,16:36:03,"2,100","2,000,000","1,050","32,0","30,0",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789896,10/20/2020,10/20/2020,11:27:00,11:42:04,"30,133","2,000,000","15,067","18,8","16,8",A,5,A5,oplopend,Amsterdam-Westpoort,Westrandweg,Hoofddorp,Amsterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 15],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789943,10/20/2020,10/20/2020,17:02:00,17:10:04,"18,233","2,260,331","8,067","55,3","52,3",A,15,A15,oplopend,Rotterdam-Zuidplein,Vaanplein,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789893,10/20/2020,10/20/2020,10:35:00,10:42:05,"14,167","2,000,000","7,083","47,2","45,2",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789924,10/20/2020,10/20/2020,15:54:00,16:06:05,"24,167","2,000,000","12,083","3,5","5,5",A,5,A5,aflopend,Hoofddorp,De Hoek,Amsterdam,Hoofddorp,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 12],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789929,10/20/2020,10/20/2020,16:15:00,16:18:05,"6,167","2,000,000","3,083","78,8","76,8",A,15,A15,oplopend,Alblasserdam,Papendrecht,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789895,10/20/2020,10/20/2020,11:26:00,11:33:04,"15,217","2,153,302","7,067","30,5","27,5",A,10,A10,oplopend,Coentunnel,Coenplein,De Nieuwe Meer,Watergraafsmeer,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789914,10/20/2020,10/20/2020,14:23:00,14:29:04,"18,200","3,000,000","6,067","152,9","149,9",A,50,A50,oplopend,Tacitusbrug,Valburg,Oss,Arnhem,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 2], [Eerder(e) ongeval(len) 5]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2789789,10/19/2020,10/19/2020,7:46:00,9:46:47,"315,017","2,608,114","120,783","71,0","73,0",A,67,A67,aflopend,Noorderbrug,Zaarderheiken,Venlo,Eindhoven,Defecte vrachtwagen(s),"[Defecte vrachtwagen(s) 98], [Eerder pechgeval 23]","[HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2789925,10/20/2020,10/20/2020,15:54:00,16:49:15,"328,233","5,940,875","55,250","23,4","21,4",A,7,A7,oplopend,Purmerend-Noord,Avenhorn,Zaanstad,Hoorn,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 25], [Eerder(e) ongeval(len) 30]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789791,10/19/2020,10/19/2020,8:05:00,8:14:53,"19,767","2,000,000","9,883","36,6","38,6",A,15,A15,aflopend,Rozenburg/Industrieterrein Pothof,Thomassentunnel,Ridderkerk,Europoort,Defect(e) voertuig(en),[Defect(e) voertuig(en) 10],[BKD],BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2789919,10/20/2020,10/20/2020,15:25:00,16:01:06,"103,250","2,860,111","36,100","92,1","88,1",A,15,A15,oplopend,Gorinchem,Gorinchem,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 36],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789941,10/20/2020,10/20/2020,16:58:00,17:40:03,"175,050","4,162,901","42,050","243,9","246,9",A,2,A2,aflopend,Ulestraten,Elsloo,Maastricht-Noord,Eindhoven,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 2], [Ongeval(len) 40]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2789782,10/19/2020,10/19/2020,7:26:00,7:30:05,"8,167","2,000,000","4,083","2,2","4,2",A,8,A8,aflopend,Zaandam,Zaanstad-Zuid,Zaandam,Amsterdam,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Eerder(e) ongeval(len) 4]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2789960,10/20/2020,10/20/2020,20:30:00,21:16:50,"140,500","3,000,000","46,833","16,5","13,5",A,73,A73,oplopend,Linne,Roertunnel,Maasbracht,Nijmegen,Defect voertuig (met opruim/berging),"[Defect(e) voertuig(en) 2], [Opruimingswerkzaamheden 6], [Eerder pechgeval 40]","[BKD], [OCL], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident
2789818,10/19/2020,10/19/2020,11:49:00,11:56:06,"14,200","2,000,000","7,100","50,0","52,0",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789784,10/19/2020,10/19/2020,7:41:00,7:46:04,"15,200","3,000,000","5,067","52,0","49,0",A,35,A35,oplopend,Almelo-Zuid,Azelo,Almelo,Enschede,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789930,10/20/2020,10/20/2020,16:15:00,16:25:03,"20,100","2,000,000","10,050","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789769,10/19/2020,10/19/2020,7:06:00,7:32:04,"99,367","3,812,021","26,067","42,7","48,7",A,15,A15,aflopend,Spijkenisse,Havens 4000-5200,Ridderkerk,Europoort,Eerder pechgeval,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder pechgeval 9], [Geen oorzaakcode opgegeven door VWM 17]","[000], [M13], [000]",M13,Eerder pechgeval,Defect voertuig,Incident (gestrand voertuig),Incident
2789927,10/20/2020,10/20/2020,16:11:00,16:50:04,"95,100","2,434,300","39,067","31,4","29,4",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 39],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789827,10/19/2020,10/19/2020,13:03:00,13:11:04,"18,183","2,254,132","8,067","159,9","156,9",A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789931,10/20/2020,10/20/2020,16:19:00,16:34:03,"30,100","2,000,000","15,050","35,5","37,5",A,27,A27,aflopend,Gorinchem,Industrieterrein Avelingen,Gorinchem,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 15],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2789785,10/19/2020,10/19/2020,7:43:00,7:47:04,"8,133","2,000,000","4,067","19,9","21,9",A,7,A7,aflopend,Avenhorn,Purmerend-Noord,Hoorn,Zaanstad,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
