,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
540,540,2788336,10/6/2020,10/6/2020,16:10:00,16:16:56,"20,800","3,000,000","6,933","9,8","6,8",A,7,A7,oplopend,Zaanstad-'t Kalf,Wijdewormer,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.8525280539999995, 52.47174909], [4.85232251, 52.47175047], [4.852852686, 52.47263016], [4.852666596000001, 52.47259847], [4.8531948730000005, 52.47351124], [4.8530414010000005, 52.47352412], [4.853557873, 52.47436776], [4.853398134, 52.47439839999999], [4.853966968, 52.47522702], [4.853813377, 52.47527727], [4.854509996, 52.47605759], [4.854328552, 52.47611182], [4.855175473, 52.47687155], [4.85501692, 52.47692652], [4.855965758, 52.47760636], [4.85581775, 52.47768767], [4.856881176, 52.47830522], [4.856723368, 52.47840336], [4.857915822, 52.47894148], [4.857734973, 52.47906459], [4.8590256510000005, 52.479493299999994], [4.85879885, 52.47966665], [4.860248323, 52.47999321], [4.859993472, 52.48019828], [4.861486958, 52.48047878], [4.861249863, 52.48067147], [4.862723969, 52.48096584], [4.862504375, 52.48114652], [4.863952969, 52.48146043], [4.863749529, 52.48163092], [4.865194336, 52.48194343], [4.864994695, 52.48211531], [4.86643384, 52.48242824], [4.866241229, 52.48259841], [4.86767821, 52.48290840000001], [4.8674882660000005, 52.48308101], [4.868920567, 52.48339048], [4.868735346, 52.48356362], [4.870164276000001, 52.4838713], [4.869887766000001, 52.48400957], [4.87146087, 52.48437419], [4.87127556, 52.48454658], [4.872712063, 52.48486055], [4.872476688, 52.48501137], [4.873891696, 52.48531738], [4.873723817, 52.48549398], [4.875134501000001, 52.48579912], [4.874970974, 52.48597657], [4.876376247, 52.48628188], [4.876215448, 52.48646173], [4.877619106, 52.48676359], [4.877460649, 52.48694623], [4.878861591000001, 52.48724567], [4.878670978, 52.48741596], [4.880104669, 52.48772719], [4.87990452, 52.48789468], [4.881348815, 52.48820771], [4.881142942, 52.48837528], [4.882591754, 52.48868938], [4.882416555, 52.48886949999999], [4.8838340339999995, 52.48917172], [4.883635696, 52.48934256]]",177.0
541,541,2788354,10/6/2020,10/6/2020,16:51:00,17:11:05,"67,217","3,346,888","20,083","46,8","43,8",A,1,A1,oplopend,Hoevelaken,Barneveld,Amsterdam,Apeldoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.420735856, 52.18119347], [5.420564477, 52.18112914], [5.421707004, 52.18049788], [5.421558351, 52.18041827], [5.422679089, 52.17978514], [5.422565799, 52.17970015], [5.423664272999999, 52.17907452], [5.423514722999999, 52.17902325], [5.424582432999999, 52.17841263], [5.424461847999999, 52.17834576], [5.4254974439999994, 52.17775809], [5.425378449, 52.17768665], [5.426415925, 52.17710656], [5.426292217, 52.17702946], [5.427379162, 52.17642729], [5.427259993, 52.17635698], [5.428374541, 52.17577238], [5.42825736, 52.1757013], [5.429388123, 52.17515054], [5.429286087, 52.17506425], [5.430456975, 52.17452366], [5.430344319, 52.17444545], [5.431549202, 52.17394102], [5.4314485139999995, 52.17385924], [5.432644542999999, 52.17338666], [5.4325543089999995, 52.17330766], [5.43382773, 52.17282124], [5.433714591, 52.17274382], [5.434994364, 52.17227746], [5.4348746089999995, 52.17219377], [5.4361536710000005, 52.17174427], [5.4360228710000005, 52.1716527], [5.437309937, 52.17119567], [5.437189864, 52.17111595], [5.438454364, 52.17066014], [5.438332783, 52.17057889], [5.4396197310000005, 52.17011757], [5.439512731000001, 52.17003094], [5.440791346, 52.16958022], [5.440698806, 52.1694966], [5.4420233620000005, 52.16905552], [5.441928062000001, 52.16897568], [5.443287895, 52.16859572], [5.443206817999999, 52.16849393], [5.444639978, 52.16823207], [5.444554803, 52.16812749], [5.446027784, 52.16793955], [5.44596136, 52.16779131], [5.447425224, 52.16771575], [5.447384115, 52.16758128], [5.448921003, 52.16756377], [5.448823706000001, 52.16743118], [5.45034706, 52.16743974], [5.450271697000001, 52.16731641], [5.451753366, 52.16733847], [5.451721991, 52.16721210000001], [5.453212747, 52.16723287], [5.45317222, 52.16710743], [5.454709200000001, 52.16712473], [5.454622014, 52.16700054], [5.45610236, 52.16702287], [5.456072538, 52.16689748]]",123.0
542,542,2788337,10/6/2020,10/6/2020,16:13:00,16:17:05,"8,167","2,000,000","4,083","29,9","27,9",A,28,A28,oplopend,Hoevelaken,Amersfoort-Vathorst,Amersfoort,Zwolle,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.431966661000001, 52.17878033], [5.431805628999999, 52.17884974], [5.432807857, 52.17949465], [5.4326343470000005, 52.17957207], [5.43366081, 52.18022607], [5.433474828, 52.18031863], [5.434485047000001, 52.18098572], [5.434286435, 52.1810689], [5.435284028, 52.18174225], [5.43508834, 52.18182711], [5.436049307, 52.18251442], [5.435851362, 52.18258258], [5.436728577999999, 52.18331309], [5.43654227, 52.18335567], [5.437323498, 52.18411976], [5.43714626, 52.18416778], [5.437690816, 52.18497984], [5.437888192000001, 52.1849443], [5.43819872, 52.18588092], [5.438416548999999, 52.18588991], [5.438619377, 52.18678471], [5.438808442000001, 52.18675199], [5.4389229310000005, 52.18759845], [5.439122379, 52.18757536], [5.439387825, 52.18842748], [5.439213608999999, 52.18852132], [5.439595649, 52.18932898], [5.439427368, 52.18936107], [5.439714906, 52.19020702], [5.439501051000001, 52.19023855], [5.4397782029999995, 52.19110066], [5.439602289, 52.19114007], [5.439742959, 52.19201693], [5.439585136, 52.192034299999996], [5.439672165, 52.19288729], [5.439523989, 52.19292772], [5.439590542, 52.19381702], [5.439458569, 52.19382111], [5.439512969, 52.1947109], [5.439386111, 52.19471429], [5.439456029, 52.19536719], [5.43932854, 52.19535831]]",130.0
543,543,2788238,10/6/2020,10/6/2020,7:10:00,7:12:03,"4,100","2,000,000","2,050","53,0","55,0",A,1,A1,aflopend,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.5459220920000005, 52.16509861], [5.545904844, 52.16520111], [6.713963692, 52.30291949], [6.714155744, 52.30306082], [5.547372737999999, 52.16530028], [5.547329707, 52.16540134], [6.715028628, 52.30230196], [6.715220372999999, 52.30242611], [5.5488026260000005, 52.16549704], [5.548754886, 52.16560072], [6.71605881, 52.3016627], [6.716248236, 52.30177352], [5.550193495, 52.16568419], [5.550169746, 52.1658126], [6.717064822999999, 52.30100906], [6.717233059, 52.30112861], [5.551664427, 52.16588675], [5.551623814, 52.1660267], [6.718066105, 52.30035264], [6.718244945, 52.30046643], [5.55307603, 52.16607724], [5.553009261000001, 52.16622189], [6.719068282, 52.29969675], [6.719242974, 52.29981449], [5.554516522999999, 52.16626669], [5.554464327000001, 52.16640659], [6.7200632989999995, 52.29903678], [6.72024063, 52.29918089], [5.555914575, 52.16645055], [5.555888498, 52.16658927], [6.7210532910000005, 52.29837396], [6.721269696, 52.29850688], [5.557344898999999, 52.16663864], [5.557325027999999, 52.16676691], [6.722048861, 52.29771432], [6.722278535, 52.29784677], [5.558793077000001, 52.16681791], [5.558747322, 52.16693791], [6.72304728, 52.297056299999994], [6.723248667000001, 52.29721148], [5.560196202, 52.16710199], [5.5602400020000005, 52.16698024], [6.723995096, 52.29640872], [6.7242198570000005, 52.29655627], [5.561618867000001, 52.16725418], [5.561658092, 52.16712926], [6.724990274, 52.29571899], [6.725205119, 52.29588727], [5.563082232, 52.16739821], [5.563081307999999, 52.16726406], [6.725972313, 52.29505546], [6.726187428999999, 52.29521665], [5.564533324, 52.16754102], [5.564574164, 52.16740154], [6.726951161000001, 52.29439014], [6.727179232999999, 52.29453953], [5.56599339, 52.16753183], [5.565991136, 52.16766586], [6.72794822, 52.29373514], [6.728180104, 52.29388797], [5.567436173, 52.16778163], [5.567450159, 52.16765841], [6.728927457, 52.29307004], [6.7291671520000005, 52.29321648], [5.568875061, 52.16789689], [5.568889161, 52.16777007], [6.72991615, 52.29241031], [6.730161482000001, 52.29256477], [5.570320074, 52.16799248], [5.570329657, 52.16787367], [6.7308998010000005, 52.2917477], [6.7311788539999995, 52.29191493], [5.571791145, 52.16809967], [5.571858313, 52.16796648], [6.731869007, 52.29107957], [5.573269084, 52.16805064], [5.57326189, 52.16818667], [5.574711284, 52.16813086], [5.574689227, 52.16826644]]",122.0
544,544,2788305,10/6/2020,10/6/2020,12:01:00,13:43:34,"346,133","3,374,716","102,567","32,0","30,0",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Defecte vrachtwagen (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 48], [Opruimingswerkzaamheden 19], [Eerder pechgeval 35], [Geen oorzaakcode opgegeven door VWM 0]","[000], [HBD], [OCL], [M13], [000]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[4.45159437, 51.93537956], [4.451662277, 51.93522543], [4.452968964, 51.93565664], [4.45302787, 51.93549037], [4.454326204, 51.93604049], [4.454417917, 51.93587542], [4.455598672, 51.93647766], [4.455707904, 51.93633225], [4.456842596, 51.93693974], [4.456881322, 51.93676841], [4.458034128, 51.93738309], [4.458156527, 51.93724765], [4.459252225, 51.93783631], [4.459377115, 51.93770827], [4.46051553, 51.93830221], [4.4606326439999995, 51.93818584], [4.4617178619999995, 51.93875497], [4.461868655, 51.93865132], [4.463055787, 51.93921207], [4.463156474, 51.93909163], [4.464404198, 51.93958552], [4.464478098, 51.93945427], [4.465793448, 51.93989195], [4.465854556, 51.93974461], [4.4671678319999994, 51.94010638], [4.46720505, 51.93998278], [4.468585865, 51.94029423], [4.468639399, 51.94016483], [4.4700349269999995, 51.94047803], [4.470098073, 51.94034562], [4.471432823, 51.94065316], [4.471507019, 51.94052073], [4.472844831000001, 51.94083006], [4.472906518, 51.94069465], [4.474293523, 51.94101153], [4.474338371, 51.94086933], [4.475698503, 51.9411875], [4.475763378, 51.94103935], [4.477158995, 51.94135979], [4.477210725, 51.94121203], [4.47859083, 51.94151776], [4.478624783, 51.94137434]]",201.0
545,545,2788332,10/6/2020,10/6/2020,16:05:00,16:35:04,"66,100","2,198,448","30,067","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 30],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.355260006, 52.04647034], [4.355597949, 52.04636623], [4.3541239019999995, 52.04586831], [4.354468651, 52.04581665], [4.3532399139999995, 52.04521863], [4.352996363, 52.04533227], [4.352037328, 52.04471663], [4.351840413, 52.04481943], [4.35085377, 52.04419667], [4.350699243, 52.04430968], [4.349514283, 52.04378594], [4.349689122, 52.04366078], [4.348329952, 52.04326203], [4.348524964, 52.04312445], [4.347173527, 52.04271523], [4.347371516, 52.0425794], [4.346235202, 52.04202086], [4.346034509, 52.04215444], [4.3451187319999995, 52.04144766], [4.344916556, 52.04157792], [4.344026256, 52.04085682], [4.343827642, 52.04098057], [4.342954934, 52.04025143], [4.342747855, 52.04037691], [4.341898446, 52.03963622], [4.341686011, 52.03976134], [4.340855985, 52.03901204], [4.340630474, 52.03914158], [4.339822859, 52.03838193], [4.339600303, 52.03850975], [4.338582462, 52.03787427], [4.338790872, 52.03775112], [4.337560783, 52.03723334], [4.337757783, 52.03712127], [4.336545284, 52.03658868], [4.336745328, 52.03647854], [4.335526337, 52.03594622], [4.3357449169999995, 52.03583619], [4.334733942, 52.03519247], [4.334505172, 52.03530262], [4.380839882, 51.87274953], [4.3335147780000005, 52.03467928], [4.33372413, 52.03454146], [4.382208081, 51.87244049]]",163.0
546,546,2788318,10/6/2020,10/6/2020,14:35:00,15:14:41,"138,517","3,490,550","39,683","159,7","163,7",A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 2], [Defect(e) voertuig(en) 22], [Eerder pechgeval 15]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,"[[5.421417028, 51.45231315], [5.421161371, 51.45220579], [5.422663227999999, 51.45186264], [5.4224078979999994, 51.45173341], [5.423827367, 51.45133501], [5.423557687000001, 51.45123344], [5.42486666, 51.45071363], [5.424589715, 51.45061028], [5.425775682, 51.45001706], [5.425490347999999, 51.44992528], [5.42653406, 51.44925384], [5.426266216, 51.44917109], [5.427111564, 51.44843063], [5.426834169, 51.44836146], [5.427520695, 51.44756981], [5.427241486000001, 51.44752622], [5.427733461, 51.44668077], [5.427445785, 51.44663776], [5.427778085, 51.44578287], [5.4274743889999995, 51.44573796], [5.427621894, 51.44488965], [5.427342615, 51.44484624], [5.427413597999999, 51.44399936], [5.427183833, 51.44395453], [5.42722152, 51.443107700000006], [5.42700499, 51.44305972], [5.4270478010000005, 51.44221451], [5.426826674, 51.44216751], [5.426871717, 51.44130605], [5.426653384, 51.44127597], [5.42670457, 51.4404123], [5.426486316, 51.44038443], [5.426530327999999, 51.43952329], [5.426319253, 51.4394929], [5.42635682, 51.43862613], [5.426151517999999, 51.43859772], [5.426198378, 51.43774716], [5.425984468999999, 51.43770619], [5.42611274, 51.43684947], [5.42592713, 51.43681493], [5.426190365, 51.43585273], [5.425988127, 51.43591114], [5.426376005, 51.43500972], [5.426155678, 51.43501632], [5.426593982000001, 51.43415084], [5.426384221, 51.43413192], [5.426816385, 51.43326558], [5.4266133000000005, 51.43324542], [5.427042108999999, 51.43237302], [5.4268429860000005, 51.43235694], [5.427267492, 51.43149428], [5.427071442999999, 51.4314703], [5.427477867, 51.4306152], [5.42727035, 51.43057862], [5.42761432, 51.42969811], [5.427396127000001, 51.42968269], [5.427732298, 51.42880702], [5.427516423999999, 51.42879082], [5.427848715, 51.42789568], [5.427637745, 51.42789133], [5.427965329, 51.42700047], [5.427755282000001, 51.42699547], [5.428073875, 51.42610889], [5.427868373, 51.42609974], [5.428182356000001, 51.42521324], [5.427980402, 51.42521233], [5.42829975, 51.42432166], [5.428094568, 51.42430795], [5.428412765, 51.42344109], [5.428208681, 51.42341261], [5.428527997000001, 51.42253675], [5.428323061, 51.4225166], [5.428641985, 51.42162935], [5.428437409, 51.42162094], [5.428743312999999, 51.42074973], [5.428552223, 51.42072145], [5.428856439, 51.41985276], [5.428664624, 51.41982986], [5.428970983999999, 51.41895585], [5.428777244, 51.41892992], [5.429077962999999, 51.41805857], [5.428888817000001, 51.41803831]]",11.0
547,547,2788316,10/6/2020,10/6/2020,14:20:00,14:31:46,"23,533","2,000,000","11,767","46,9","48,9",A,9,A9,aflopend,Brug Over Het Zijkanaal C,Rottepolderplein,Alkmaar,Amstelveen,Brugopening,"[Geen oorzaakcode opgegeven door VWM 1], [Brugopening 11]","[000], [N73]",N73,Brugopening,Brugopening,Blokkade,Hoge intensiteit,"[[4.694536257, 52.41934062], [4.694432157, 52.41925652], [4.693626321, 52.42004254], [4.693528662, 52.41995837], [4.692710378999999, 52.42071318], [4.692572444, 52.42063629], [4.691685251, 52.42137011], [4.691526353, 52.42129222], [4.690614023999999, 52.4220061], [4.690477266, 52.42191696], [4.689522053999999, 52.42259723], [4.689392224, 52.42250508], [4.688385491, 52.423212799999995], [4.688267648, 52.42311195], [4.687323162, 52.42378977], [4.687163538, 52.42371495], [4.686267721, 52.42438303], [4.686105041999999, 52.42430429], [4.685208296, 52.42500976], [4.685037315, 52.42494367], [4.68417488, 52.42565766], [4.684024099, 52.42558141], [4.683201624, 52.42633435], [4.683044699, 52.42625426], [4.6822922469999995, 52.42702698], [4.682108829, 52.42695876], [4.681408463, 52.42774118], [4.681241952, 52.42766463], [4.680564941, 52.428475399999996], [4.680394872, 52.42841167], [4.679758148, 52.42922991], [4.6795980980000005, 52.42916111], [4.678968135, 52.42997154], [4.678795677, 52.42992826], [4.678159997, 52.43074054], [4.678003108, 52.43068168], [4.677384731, 52.43148346], [4.677213228, 52.43143811], [4.676577, 52.43226305], [4.676430103, 52.43220258], [4.675789078999999, 52.43302514], [4.675629365, 52.43296883]]",133.0
548,548,2788212,10/6/2020,10/6/2020,4:01:00,4:06:05,"10,167","2,000,000","5,083","11,7","13,7",A,29,A29,aflopend,Barendrecht,Vaanplein,Sabina,Rotterdam,Ophoogscript,[Ophoogscript 5],[YDP],YDP,Ophoogscript,Werkzaamheden gevonden door WiFi-script,Werkzaamheden,Aanleg en gepland onderhoud,"[[4.516348923, 51.85293666], [4.516089902, 51.8529381], [4.516316391, 51.85203551], [4.5160498360000005, 51.85204323], [4.516256448, 51.8511483], [4.515998838, 51.85114858], [4.516194678, 51.8502341], [4.515923968, 51.85025460000001], [4.516118261, 51.84931636], [4.515841062, 51.84935824], [4.516013871, 51.84846362], [4.51575456, 51.84836884], [4.515935292, 51.84758898], [4.515698026, 51.84778553], [4.515860995, 51.84670543], [4.51559408, 51.84673191], [4.515741536, 51.84563222], [4.515527502, 51.84576191], [4.515650778, 51.84481976], [4.515428707, 51.84483701], [4.515569891, 51.84394507], [4.515329028, 51.84396473], [4.515488427, 51.84304561], [4.515257017, 51.84305022], [4.515411455, 51.84223137], [4.51518029, 51.84224458], [4.515312396000001, 51.84126137], [4.51508805, 51.84129887], [4.515206863, 51.84034416], [4.514989055, 51.84037325], [4.51504164, 51.83941708], [4.514821543, 51.83945442], [4.514818665, 51.83854204], [4.51458673, 51.83857198], [4.514475366, 51.83764753], [4.514316052, 51.83768829], [4.514080803, 51.83676271], [4.513935008, 51.8367896], [4.513643663, 51.835962], [4.513512759, 51.83600084], [4.513144388, 51.83509514], [4.513019838, 51.83513487]]",166.0
549,549,2788732,10/9/2020,10/9/2020,9:37:00,10:13:08,"105,517","2,920,203","36,133","51,9","53,9",A,58,A58,aflopend,Bavel,Tilburg-Reeshof,Breda,Tilburg,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 27], [Geen oorzaakcode opgegeven door VWM 8]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,"[[4.888108766, 51.55869957], [4.888028176000001, 51.55849824], [4.886674516, 51.55884653], [4.88660568, 51.55863905], [4.885237441, 51.55898197], [4.885177711, 51.55875754], [4.8837417819999995, 51.5588585], [4.883795398999999, 51.55909387], [4.8823644680000005, 51.55915770000001], [4.88233978, 51.55892545], [4.880921749, 51.55917388], [4.880901409, 51.55895202], [4.879474232, 51.55918832], [4.87945112, 51.55895833], [4.878028133, 51.5591469], [4.878020908, 51.55894111], [4.8765829919999995, 51.55909235], [4.876593781, 51.55888298], [4.87516821, 51.55878316], [4.875140546, 51.55901646], [4.87374357, 51.55867294], [4.873707172, 51.55888979], [4.872319629, 51.55853719], [4.872274991, 51.55875793], [4.870898643, 51.55838969], [4.870847484, 51.55860749], [4.869477651, 51.55824217], [4.869421972, 51.55844985], [4.868059225, 51.55808554], [4.867998137, 51.55828643], [4.866642236000001, 51.55792381], [4.866572675, 51.55812864], [4.865226246000001, 51.55775884], [4.86514859, 51.55796617], [4.863813966, 51.55758188], [4.86372778, 51.55779306], [4.862323662, 51.5576215], [4.862395296, 51.55739603], [4.860950463, 51.55744317], [4.860945592, 51.55720147], [4.859356332, 51.55700783], [4.85951229, 51.55724816]]",20.0
550,550,2788726,10/9/2020,10/9/2020,8:01:00,8:33:05,"115,717","3,606,753","32,083","89,7","92,7",A,15,A15,aflopend,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 19], [Eerder(e) ongeval(len) 13]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[4.869333725, 51.82726011], [4.8692993730000005, 51.82735618], [4.870589526, 51.82771078], [4.870537593, 51.82780306], [4.871858382, 51.82816612], [4.871800738999999, 51.82825823], [4.873082521000001, 51.82860538], [4.873040111, 51.82870388], [4.874352844, 51.82906121], [4.874255826000001, 51.82915257], [4.875611126, 51.82951294], [4.875523232, 51.82961091], [4.876783702, 51.83005502], [4.876868883, 51.82997099], [4.878046203, 51.83051282], [4.878110405, 51.83042359], [4.879259998999999, 51.83094747], [4.8793707369999995, 51.83087903], [4.880637676, 51.83131948], [4.880530134, 51.83140823], [4.8819192110000005, 51.83178132], [4.88178139, 51.83185863], [4.883241235, 51.83225101], [4.883036839, 51.83230357], [4.884587109, 51.83271026], [4.884302374, 51.83273747], [4.885745106, 51.83307502], [4.885577131, 51.83316093], [4.887043308, 51.83347702], [4.886879535, 51.83355309], [4.888287576000001, 51.83382803], [4.888197729, 51.8339089], [4.889613797, 51.83417466], [4.88953343, 51.83425517], [4.890957794, 51.83451107], [4.890876515, 51.83459027], [4.892301946, 51.83484307], [4.8922210360000005, 51.8349232], [4.893644366, 51.83516944], [4.8935655769999995, 51.83525611], [4.894966171, 51.83549077], [4.894911038, 51.83558758], [4.896331971, 51.83582279], [4.8962614360000005, 51.83591129], [4.897680208, 51.83614795], [4.897611852, 51.836234999999995], [4.899016626, 51.83645958], [4.898962288, 51.83655869], [4.900381024, 51.83677771], [4.900316643, 51.83687602], [4.901721836, 51.83709033], [4.901673144, 51.83718985], [4.903092849, 51.83736359], [4.903050551000001, 51.83746373], [4.904511864, 51.83757698], [4.904456857, 51.83767729], [4.905897599999999, 51.83778017], [4.905865337, 51.83788551], [4.907315714, 51.83798808], [4.90727383, 51.83809372], [4.90871421, 51.83819311], [4.908682351, 51.8383019]]",34.0
551,551,2788721,10/9/2020,10/9/2020,7:32:00,7:37:28,"12,100","2,213,415","5,467","67,6","69,6",A,2,A2,aflopend,Nieuwegein,Oudenrijn,'s-Hertogenbosch,Utrecht,Ongeval(len),[Ongeval(len) 5],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[5.06401426, 52.0316183], [5.063640845, 52.03162604], [5.063986356, 52.03073703], [5.063598326, 52.03073975], [5.0639568619999995, 52.02980578], [5.063577268, 52.02982391], [5.063929139, 52.02893015], [5.063556601, 52.02892454], [5.063900256, 52.02801743], [5.063535936, 52.02802511], [5.0639080839999995, 52.02713833], [5.063541365, 52.02711605], [5.063945641, 52.02622219], [5.063572162, 52.02621679], [5.06403478, 52.02533968], [5.0636608160000005, 52.025317799999996], [5.064232667, 52.02445699], [5.063862858999999, 52.02441942], [5.064502814, 52.02359424], [5.064142448999999, 52.02353117], [5.0645332419999995, 52.02265431], [5.064883012, 52.02272497], [5.0652846369999995, 52.021846200000006], [5.064929525, 52.02178978], [5.065694442, 52.02098038], [5.0653492810000005, 52.02093704], [5.066087531, 52.02014986], [5.065765917, 52.02005605], [5.066513724, 52.01924933], [5.066202305, 52.01919327], [5.0666358780000005, 52.01832461], [5.066957779, 52.01841555], [5.067052642, 52.01747176], [5.067416475, 52.01759373], [5.067516298999999, 52.0166145], [5.06790009, 52.01670288], [5.068063726, 52.01580057], [5.068374997, 52.01591545], [5.068600116, 52.014962700000005], [5.068956015, 52.01506118], [5.069142735, 52.01411449], [5.069468591000001, 52.01420091]]",43.0
552,552,2788626,10/8/2020,10/8/2020,16:43:00,16:49:06,"12,200","2,000,000","6,100","47,7","45,7",A,1,A1,oplopend,Hoevelaken,Barneveld,Amsterdam,Apeldoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.440791346, 52.16958022], [5.440698806, 52.1694966], [5.4420233620000005, 52.16905552], [5.441928062000001, 52.16897568], [5.443287895, 52.16859572], [5.443206817999999, 52.16849393], [5.444639978, 52.16823207], [5.444554803, 52.16812749], [5.446027784, 52.16793955], [5.44596136, 52.16779131], [5.447425224, 52.16771575], [5.447384115, 52.16758128], [5.448921003, 52.16756377], [5.448823706000001, 52.16743118], [5.45034706, 52.16743974], [5.450271697000001, 52.16731641], [5.451753366, 52.16733847], [5.451721991, 52.16721210000001], [5.453212747, 52.16723287], [5.45317222, 52.16710743], [5.454709200000001, 52.16712473], [5.454622014, 52.16700054], [5.45610236, 52.16702287], [5.456072538, 52.16689748], [5.45753765, 52.16691956], [5.457521258, 52.16678523], [5.45897734, 52.16681119], [5.458970368999999, 52.16667577], [5.460441547, 52.16671024], [5.460421094, 52.16657385], [5.461901492000001, 52.16659944], [5.461872004, 52.16647284], [5.463362141, 52.16649379], [5.463321447, 52.16636432], [5.464812727000001, 52.16638868], [5.464771945, 52.16626118], [5.466276242, 52.16628379], [5.466221418, 52.16615284], [5.467735155, 52.16617559], [5.467670693, 52.16604343], [5.469162081, 52.16607534], [5.469120181, 52.16593514]]",139.0
