,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
10,10,2787678,10/1/2020,10/1/2020,16:41:00,16:47:05,"12,167","2,000,000","6,083","34,8","36,8",A,27,A27,aflopend,Industrieterrein Avelingen,Merwedebrug,Gorinchem,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.9428664719999995, 51.82842467], [4.942778778, 51.82848956], [4.943199762, 51.82930394], [4.943095947, 51.82936607], [4.943513108, 51.8301871], [4.943413369, 51.83023882], [4.943867052, 51.83110628], [4.943788346, 51.83123481], [4.944212542, 51.83199108], [4.944115084, 51.8321071], [4.944639648, 51.83296807], [4.944455002, 51.83304049], [4.944972258, 51.83377562], [4.9448572219999996, 51.83389523], [4.945367299, 51.834652500000004], [4.94519627, 51.83468513], [4.9457718669999995, 51.83552114], [4.945581188999999, 51.83557302], [4.946173225, 51.83639168], [4.945981376000001, 51.8364295], [4.946572917, 51.83725759], [4.946385031, 51.83729338], [4.946974893999999, 51.83812437], [4.9467789810000005, 51.83813643], [4.947369909, 51.83897608], [4.947195345, 51.83902743], [4.947759211, 51.83981555], [4.94760034, 51.83983609], [4.948156847, 51.84066934], [4.947968359, 51.84064648], [4.94857118, 51.84155504], [4.94843287, 51.84168239], [4.94896729, 51.84240177], [4.94877427, 51.84243826], [4.949394601, 51.84329325], [4.949176581000001, 51.84330372], [4.949791965, 51.84414848], [4.949579662, 51.84416906], [4.950188094, 51.84500103], [4.949976813, 51.84503543], [4.950582858, 51.84585062], [4.950373573, 51.84590189]]",94.0
11,11,2787874,10/2/2020,10/2/2020,16:20:00,16:22:05,"4,167","2,000,000","2,083","47,4","45,4",A,27,A27,oplopend,Noordeloos,Lexmond,Gorinchem,Utrecht,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.988617341, 51.9193289], [4.988787118, 51.91927505], [4.9891114110000006, 51.92017671], [4.989281002, 51.92011799], [4.989601967, 51.92102306], [4.989778935, 51.92096052], [4.9901080339999995, 51.92186806], [4.990278357, 51.92180272], [4.990616187, 51.92270951], [4.990777798, 51.922644899999995], [4.991124359, 51.92355096], [4.991277272, 51.92348709], [4.991629811, 51.9243963], [4.991775775, 51.92432949], [4.992123015, 51.92523807], [4.992272592, 51.92517229], [4.992627284, 51.92607516], [4.992776317, 51.92601351], [4.993140367, 51.92693212], [4.99328146, 51.92685441], [4.993644729, 51.92777446], [4.993786622, 51.92769531], [4.994143515, 51.92860661], [4.994291788, 51.92853621], [4.994659269, 51.92945744], [4.994802816, 51.92937571], [4.995208958, 51.93030209], [4.9953471689999995, 51.93020722], [4.995768259, 51.93111564], [4.995905168, 51.931035200000004], [4.996400973, 51.93192652], [4.996533731, 51.93184362], [4.997086713, 51.93272508], [4.997214235, 51.93263588], [4.99780317, 51.93350226], [4.997916974, 51.93342058], [4.998568647, 51.93427348], [4.998671153, 51.9341869], [4.999331669, 51.93503574], [4.999436488, 51.93494903], [5.000086177, 51.93579844], [5.000201833999999, 51.93571115]]",2.0
12,12,2787594,10/1/2020,10/1/2020,11:53:00,12:59:27,"258,850","3,895,410","66,450","90,4","92,4",A,73,A73,aflopend,Maasbrug,Cuijk,Nijmegen,Maasbracht,Spoedreparatie,"[Spoedreparatie 39], [Geen oorzaakcode opgegeven door VWM 27]","[N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud,"[[5.8458081470000005, 51.73500413], [5.84559972, 51.73493081], [5.844985939, 51.73574631], [5.845210108, 51.73581132], [5.844463747000001, 51.73658317], [5.844670697000001, 51.73663452], [5.844008528, 51.73743641], [5.8441665810000005, 51.73747958], [5.843553279, 51.73828966], [5.84371241, 51.73832893], [5.843161818, 51.73915455], [5.843337872, 51.73919906], [5.842821582999999, 51.74002815], [5.843017087000001, 51.74007304], [5.842577552000001, 51.74091403], [5.842754873, 51.74095582], [5.842339035, 51.74180059], [5.8425022129999995, 51.74184667], [5.842100522999999, 51.74268715], [5.842258664, 51.74273019], [5.841862002, 51.74357371], [5.842032205, 51.74362232], [5.841623457000001, 51.74446027], [5.841807799, 51.74450633], [5.841384917, 51.74534682], [5.841581657000001, 51.74539713], [5.841146354, 51.74623338], [5.841357567, 51.74627981], [5.840914796, 51.74712061], [5.841132957, 51.74717208], [5.840708929, 51.74801032], [5.840918053999999, 51.74805564], [5.840503054, 51.74890002], [5.840701488, 51.74894606], [5.8402967939999995, 51.74978970000001], [5.8404849, 51.74983647], [5.840087177999999, 51.75067906], [5.8402680689999995, 51.75072817], [5.839874524, 51.75156815], [5.84005468, 51.75162019], [5.839667529, 51.75245777], [5.839848171, 51.75250449]]",69.0
13,13,2787832,10/2/2020,10/2/2020,14:25:00,14:25:52,"1,733","2,000,000","0,867","46,9","48,9",A,9,A9,aflopend,Brug Over Het Zijkanaal C,Rottepolderplein,Alkmaar,Amstelveen,File buiten spits (geen oorzaak gemeld),"[Geen oorzaakcode opgegeven door VWM 1], [Brugopening 0], [Geen oorzaakcode opgegeven door VWM 0]","[000], [N73], [000]",3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.694536257, 52.41934062], [4.694432157, 52.41925652], [4.693626321, 52.42004254], [4.693528662, 52.41995837], [4.692710378999999, 52.42071318], [4.692572444, 52.42063629], [4.691685251, 52.42137011], [4.691526353, 52.42129222], [4.690614023999999, 52.4220061], [4.690477266, 52.42191696], [4.689522053999999, 52.42259723], [4.689392224, 52.42250508], [4.688385491, 52.423212799999995], [4.688267648, 52.42311195], [4.687323162, 52.42378977], [4.687163538, 52.42371495], [4.686267721, 52.42438303], [4.686105041999999, 52.42430429], [4.685208296, 52.42500976], [4.685037315, 52.42494367], [4.68417488, 52.42565766], [4.684024099, 52.42558141], [4.683201624, 52.42633435], [4.683044699, 52.42625426], [4.6822922469999995, 52.42702698], [4.682108829, 52.42695876], [4.681408463, 52.42774118], [4.681241952, 52.42766463], [4.680564941, 52.428475399999996], [4.680394872, 52.42841167], [4.679758148, 52.42922991], [4.6795980980000005, 52.42916111], [4.678968135, 52.42997154], [4.678795677, 52.42992826], [4.678159997, 52.43074054], [4.678003108, 52.43068168], [4.677384731, 52.43148346], [4.677213228, 52.43143811], [4.676577, 52.43226305], [4.676430103, 52.43220258], [4.675789078999999, 52.43302514], [4.675629365, 52.43296883]]",1.0
14,14,2787994,10/3/2020,10/3/2020,15:04:00,15:32:48,"57,600","2,000,000","28,800","0,7","2,7",A,28,A28,aflopend,Utrecht-De Uithof,Rijnsweerd,Amersfoort,Utrecht,Incident op aansluitende weg,"[Geen oorzaakcode opgegeven door VWM 1], [Incident op aansluitende weg 3], [Eerder incident op aansluitende weg 25]","[000], [N69], [M15]",N69,Incident op aansluitende weg,Incident elders,Incident,Incident,"[[5.157144887, 52.09125656], [5.158564997, 52.09151376], [5.15999534, 52.09175047], [5.161431964, 52.09196289], [5.162843546, 52.092149299999996], [5.164219402, 52.09230978], [5.165653877, 52.09245701], [5.167101445, 52.09258447], [5.168566161, 52.09268654], [5.170016577, 52.09276254], [5.171449275, 52.09282521], [5.172925773, 52.09283809], [5.1729328610000005, 52.09266216], [5.174455339, 52.09285515], [5.174399347, 52.0927143], [5.175911845, 52.09287169], [5.17584422, 52.09272444], [5.177368437, 52.0928296], [5.177153081, 52.09269046], [5.178825225, 52.09277304], [5.178622577, 52.09264607], [5.180275443, 52.09269746], [5.180050803, 52.09259204], [5.181729106000001, 52.09262703], [5.181615032, 52.09253015], [5.183175844, 52.09256371], [5.183105961, 52.09247114], [5.184636083, 52.09252126], [5.184555963, 52.09241374], [5.186089406000001, 52.09248145], [5.18601144, 52.09236447]]",66.0
15,15,2787633,10/1/2020,10/1/2020,16:09:00,16:28:07,"46,233","2,418,483","19,117","33,6","31,6",A,4,A4,oplopend,Limesaquaduct,Zoeterwoude-Rijndijk,Amsterdam,Den Haag,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 19],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.529159593, 52.14911309], [4.528934653, 52.14934635], [4.527870452, 52.14868267], [4.527666653, 52.14892033], [4.526564612, 52.14827167], [4.526353201, 52.1485098], [4.525241158, 52.14788277], [4.525072488, 52.14813707], [4.523912398, 52.14750419], [4.523760643999999, 52.14776366], [4.522598515, 52.14713494], [4.522392309, 52.1473826], [4.5212905789999995, 52.14676147], [4.521045541, 52.14701019], [4.519986623, 52.14638278], [4.519697995, 52.14662635], [4.5187023580000005, 52.1459799], [4.518430438999999, 52.146225], [4.517520465, 52.14555423], [4.51715719, 52.14575632], [4.516276162, 52.14503219], [4.515956501000001, 52.14524678], [4.515127438, 52.14447336], [4.5148309189999996, 52.14468713], [4.514022263, 52.14384965], [4.513738547, 52.14406833], [4.5130213889999995, 52.14319744], [4.5126921310000006, 52.14339691], [4.512071833, 52.14251709], [4.511750108, 52.14271013], [4.511328568, 52.14189712], [4.510889791, 52.14198405], [4.51048697, 52.14115259], [4.51009475, 52.14123014], [4.5096672810000005, 52.140394], [4.509310663, 52.14047181], [4.508788125, 52.13955352], [4.5085180330000005, 52.13971688], [4.507957759, 52.13881638], [4.507713297, 52.13896679999999], [4.507119422, 52.13808257], [4.506886847, 52.13822585]]",67.0
16,16,2787554,10/1/2020,10/1/2020,6:56:00,7:07:04,"22,133","2,000,000","11,067","57,7","59,7",A,12,A12,aflopend,Nieuwegein,Oudenrijn,Utrecht,Den Haag,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.072790816, 52.06486541], [5.072749707, 52.06500852], [5.0741425410000005, 52.06452814], [5.074098175, 52.06467893], [5.07549351, 52.06418972], [5.075458447, 52.06434765], [5.076848614, 52.06385765], [5.076808881, 52.06401884], [5.078203698, 52.06352558], [5.0781595, 52.06367944], [5.079558445, 52.063193], [5.079501411, 52.06333526], [5.080914642, 52.06286273], [5.080876828, 52.06300156], [5.082278827, 52.06254518], [5.082023663, 52.06272496], [5.083644476, 52.062230299999996], [5.083643803999999, 52.06237664], [5.085042213, 52.06197413], [5.085100923, 52.06211862], [5.086432588, 52.06173482], [5.086551751, 52.06188275], [5.087959393, 52.06169166], [5.087875908, 52.06153494], [5.089308596, 52.06156593], [5.089314024, 52.06140098], [5.090764437, 52.06143463], [5.09079645, 52.06126634], [5.092247344, 52.06129953], [5.092274796, 52.06113213], [5.093711551, 52.06116612], [5.093690554, 52.06100359], [5.095136676, 52.06103625], [5.0951304660000005, 52.06087283], [5.096595657, 52.06091014], [5.096572783, 52.06074091], [5.098046517, 52.06077795], [5.098035017, 52.06060792], [5.099490972, 52.06064508], [5.099451575, 52.06047903], [5.100836643, 52.06051883], [5.100870898999999, 52.06034957]]",82.0
17,17,2787651,10/1/2020,10/1/2020,16:21:00,16:26:05,"10,167","2,000,000","5,083","51,7","49,7",A,15,A15,oplopend,Benelux,Rotterdam-Heijplaat,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.3742722380000005, 51.87503573], [4.3756444310000004, 51.87473244], [4.377024608999999, 51.87442132], [4.378391847, 51.87410293], [4.379775327, 51.87381317], [4.381169788, 51.87354394], [4.38258192, 51.87331371], [4.384010395, 51.87312495], [4.385487854, 51.87299225], [4.38696604, 51.87291923], [4.388451347, 51.87291771], [4.389928939, 51.87297995], [4.391375527, 51.87308563], [4.392818191, 51.87320293], [4.394257162, 51.87331812], [4.395702726000001, 51.87341389], [4.397153123, 51.87349286], [4.398601526, 51.87354782], [4.400029055, 51.87358928], [4.401488025, 51.87360625], [4.402934794, 51.87359617]]",74.0
18,18,2787963,10/3/2020,10/3/2020,11:24:00,12:18:27,"155,633","2,858,280","54,450","35,5","37,5",A,27,A27,aflopend,Gorinchem,Industrieterrein Avelingen,Gorinchem,Breda,Extra verkeersdrukte door verkeer dat een omleiding volgt,"[Geen oorzaakcode opgegeven door VWM 1], [Extra verkeersdrukte door verkeer dat een omleiding volgt 54]","[000], [N61]",N61,Extra verkeersdrukte door verkeer dat een omleiding volgt,Werkzaamheden elders,Werkzaamheden,Aanleg en gepland onderhoud,"[[4.945367299, 51.834652500000004], [4.94519627, 51.83468513], [4.9457718669999995, 51.83552114], [4.945581188999999, 51.83557302], [4.946173225, 51.83639168], [4.945981376000001, 51.8364295], [4.946572917, 51.83725759], [4.946385031, 51.83729338], [4.946974893999999, 51.83812437], [4.9467789810000005, 51.83813643], [4.947369909, 51.83897608], [4.947195345, 51.83902743], [4.947759211, 51.83981555], [4.94760034, 51.83983609], [4.948156847, 51.84066934], [4.947968359, 51.84064648], [4.94857118, 51.84155504], [4.94843287, 51.84168239], [4.94896729, 51.84240177], [4.94877427, 51.84243826], [4.949394601, 51.84329325], [4.949176581000001, 51.84330372], [4.949791965, 51.84414848], [4.949579662, 51.84416906], [4.950188094, 51.84500103], [4.949976813, 51.84503543], [4.950582858, 51.84585062], [4.950373573, 51.84590189], [4.950962458999999, 51.84671648], [4.950765247, 51.84675256], [4.951364934, 51.84760026], [4.951172157, 51.84763346], [4.951727475, 51.84839632], [4.951561118, 51.84847364], [4.952138538, 51.84930606], [4.951969678, 51.84933581], [4.952546575, 51.85017768], [4.952374828, 51.85020694], [4.952938046, 51.85101385], [4.952776929, 51.85106322], [4.953361274, 51.85191782], [4.9531957769999995, 51.85195907]]",78.0
19,19,2787959,10/3/2020,10/3/2020,11:19:00,12:13:27,"175,250","3,218,549","54,450","66,5","64,5",A,9,A9,oplopend,Akersloot,Heerhugowaard,Amstelveen,Alkmaar,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 42], [Eerder pechgeval 11]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[4.716838718, 52.564221999999994], [4.717123512, 52.56423836], [4.7166815689999995, 52.56510408], [4.716949233, 52.56512807], [4.71650366, 52.56600183], [4.716773107, 52.56602716], [4.716361546, 52.56690106], [4.7165995, 52.56691341], [4.716219654, 52.56779889], [4.716424599, 52.56782514], [4.716101792, 52.56869718], [4.716312035, 52.56870704], [4.715991492, 52.56960418], [4.716214591, 52.56961084], [4.715908571, 52.570509799999996], [4.716186853, 52.57051952], [4.715924858999999, 52.57140864], [4.716218593, 52.5714154], [4.715981455, 52.57230806], [4.7162791330000005, 52.57230705], [4.716101414, 52.57319846], [4.716404799, 52.5731941], [4.716282583, 52.57409179], [4.716579891, 52.57408579], [4.716503049, 52.57498187], [4.716785353, 52.57496859], [4.716787895, 52.57587045], [4.7170675310000005, 52.5758429], [4.717105596000001, 52.576750100000005], [4.717375382, 52.57673615], [4.7174366889999995, 52.57764533], [4.717695555, 52.57761538], [4.717757167, 52.5785118], [4.718011068, 52.57848175], [4.718085609, 52.57939972], [4.718327783, 52.57935143], [4.718403038, 52.58025785], [4.718655303, 52.58025071], [4.718731213, 52.58113297], [4.718971166, 52.5811179], [4.719050542, 52.582012399999996], [4.719294618, 52.58199228]]",69.0
20,20,2787761,10/1/2020,10/1/2020,22:33:00,22:59:27,"52,900","2,000,000","26,450","48,8","46,8",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 4], [Wegwerkzaamheden 22], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud,"[[4.695408577, 52.41859531], [4.695259889, 52.41852276], [4.694536257, 52.41934062], [4.694432157, 52.41925652], [4.693626321, 52.42004254], [4.693528662, 52.41995837], [4.692710378999999, 52.42071318], [4.692572444, 52.42063629], [4.691685251, 52.42137011], [4.691526353, 52.42129222], [4.690614023999999, 52.4220061], [4.690477266, 52.42191696], [4.689522053999999, 52.42259723], [4.689392224, 52.42250508], [4.688385491, 52.423212799999995], [4.688267648, 52.42311195], [4.687323162, 52.42378977], [4.687163538, 52.42371495], [4.686267721, 52.42438303], [4.686105041999999, 52.42430429], [4.685208296, 52.42500976], [4.685037315, 52.42494367], [4.68417488, 52.42565766], [4.684024099, 52.42558141], [4.683201624, 52.42633435], [4.683044699, 52.42625426], [4.6822922469999995, 52.42702698], [4.682108829, 52.42695876], [4.681408463, 52.42774118], [4.681241952, 52.42766463], [4.680564941, 52.428475399999996], [4.680394872, 52.42841167], [4.679758148, 52.42922991], [4.6795980980000005, 52.42916111], [4.678968135, 52.42997154], [4.678795677, 52.42992826], [4.678159997, 52.43074054], [4.678003108, 52.43068168], [4.677384731, 52.43148346], [4.677213228, 52.43143811], [4.676577, 52.43226305], [4.676430103, 52.43220258]]",93.0
21,21,2787757,10/1/2020,10/1/2020,21:43:00,21:45:12,"4,400","2,000,000","2,200","48,8","46,8",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,Brugopening,"[Geen oorzaakcode opgegeven door VWM 1], [Brugopening 1], [Wegwerkzaamheden 0]","[000], [N73], [RWK]",N73,Brugopening,Brugopening,Blokkade,Hoge intensiteit,"[[4.695408577, 52.41859531], [4.695259889, 52.41852276], [4.694536257, 52.41934062], [4.694432157, 52.41925652], [4.693626321, 52.42004254], [4.693528662, 52.41995837], [4.692710378999999, 52.42071318], [4.692572444, 52.42063629], [4.691685251, 52.42137011], [4.691526353, 52.42129222], [4.690614023999999, 52.4220061], [4.690477266, 52.42191696], [4.689522053999999, 52.42259723], [4.689392224, 52.42250508], [4.688385491, 52.423212799999995], [4.688267648, 52.42311195], [4.687323162, 52.42378977], [4.687163538, 52.42371495], [4.686267721, 52.42438303], [4.686105041999999, 52.42430429], [4.685208296, 52.42500976], [4.685037315, 52.42494367], [4.68417488, 52.42565766], [4.684024099, 52.42558141], [4.683201624, 52.42633435], [4.683044699, 52.42625426], [4.6822922469999995, 52.42702698], [4.682108829, 52.42695876], [4.681408463, 52.42774118], [4.681241952, 52.42766463], [4.680564941, 52.428475399999996], [4.680394872, 52.42841167], [4.679758148, 52.42922991], [4.6795980980000005, 52.42916111], [4.678968135, 52.42997154], [4.678795677, 52.42992826], [4.678159997, 52.43074054], [4.678003108, 52.43068168], [4.677384731, 52.43148346], [4.677213228, 52.43143811], [4.676577, 52.43226305], [4.676430103, 52.43220258]]",93.0
22,22,2788351,10/6/2020,10/6/2020,16:49:00,16:51:47,"11,133","4,000,000","2,783","36,9","32,9",A,28,A28,oplopend,Nijkerk,Strand Nulde,Amersfoort,Zwolle,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.452356341000001, 52.22069561], [5.452158123999999, 52.22074709], [5.452907001, 52.22155262], [5.452722885, 52.22161197], [5.4534185520000005, 52.22236263], [5.453237509, 52.22242338], [5.453971995, 52.22322322], [5.453775447999999, 52.22326213], [5.454462218, 52.22398548], [5.45427748, 52.22404487], [5.455000385, 52.22482226], [5.454819492, 52.2248899], [5.455562839, 52.22569676], [5.455378645, 52.22576163], [5.456099522000001, 52.22653115], [5.4559095929999994, 52.22658935], [5.456645689, 52.22738026], [5.456436496, 52.22741072], [5.457175986, 52.22820468], [5.456994363, 52.22828034], [5.4577085620000005, 52.22903259], [5.457525385, 52.22910805], [5.458252707000001, 52.22987844], [5.458065407, 52.22994979], [5.458798956, 52.23072753], [5.4585978189999995, 52.23077961], [5.459323081, 52.23154222], [5.459134434, 52.23161597], [5.459876752, 52.23240279], [5.459690736000001, 52.23246721], [5.460445223, 52.23323246], [5.460266849, 52.23328125], [5.46112035, 52.234023799999996], [5.460933105, 52.23408295], [5.461869209, 52.23480722], [5.461664967999999, 52.23486719], [5.462602297999999, 52.23554716], [5.462442428999999, 52.23562693], [5.463431435, 52.23630716], [5.463279298, 52.23637198], [5.46432482, 52.23703137], [5.46418646, 52.23708861], [5.465258588999999, 52.23770147], [5.465133181000001, 52.23777368], [5.4662746989999995, 52.23833467], [5.466147107, 52.23840608], [5.467367274, 52.23897614], [5.467294636, 52.23906885], [5.468493415, 52.2395505], [5.468352192999999, 52.23960549], [5.46959661, 52.2400672], [5.469505817999999, 52.2401585], [5.470791489, 52.24058793], [5.4706853970000004, 52.24067809], [5.472035515, 52.24106222], [5.471968835, 52.241166799999995], [5.473360962, 52.24152449], [5.473276224, 52.24162474], [5.474692194, 52.24198076], [5.474552752999999, 52.24207036], [5.475850539, 52.24250292], [5.475952505, 52.24240951], [5.477173398, 52.24283179], [5.477052342, 52.24292551], [5.47841909, 52.24326263], [5.478318454, 52.24336721], [5.4797134960000005, 52.24371029], [5.479607328999999, 52.24380827], [5.4809917079999995, 52.24414534], [5.480893197, 52.24424887], [5.482275695, 52.24458561], [5.482192567, 52.24467852], [5.483551854, 52.24502319], [5.483488062, 52.24511255], [5.484957881000001, 52.24550526], [5.484779272999999, 52.2455514], [5.486115074, 52.24589462], [5.486046516, 52.24598579], [5.487404314, 52.24632067], [5.487294284, 52.24641561], [5.488680457, 52.24674597], [5.48859511, 52.24686369]]",155.0
23,23,2788235,10/6/2020,10/6/2020,7:03:00,7:07:30,"9,000","2,000,000","4,500","5,1","7,1",A,1,A1,aflopend,Diemen-Noord,Watergraafsmeer,Amersfoort,Amsterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.971113281, 52.34810254], [4.971465534, 52.34820031], [4.972318444, 52.34762102], [4.972716757, 52.34772116], [4.973557102, 52.34713307], [4.973944885, 52.34723856], [4.9747581510000005, 52.346635299999996], [4.975121545, 52.34672933], [4.976316364, 52.34620561], [4.975933408, 52.34611804], [4.977424461, 52.34563943], [4.977092258, 52.34558654], [4.978511082, 52.34507422], [4.978254027, 52.34502204], [4.979336668, 52.34439669], [4.979599132, 52.34446371], [4.980326425, 52.34377049], [4.9806170210000005, 52.34381472], [4.981277495, 52.34310317], [4.981558998, 52.34312393], [4.982158155, 52.34240728], [4.982466696, 52.34241225], [4.983048427, 52.34167282], [4.983355012, 52.34169706], [4.983938284, 52.34094196], [4.984242485, 52.3409924], [4.9848020360000005, 52.34025662], [4.985047959, 52.34036911], [4.985777124, 52.33956239], [4.985970148, 52.33965547], [4.986796105, 52.33888528], [4.986932518, 52.33899312], [4.987807173999999, 52.33825732], [4.9879514369999995, 52.33836524], [4.988896343, 52.33764611], [4.989034867, 52.33776742], [4.989922453999999, 52.33707866], [4.990055703, 52.33722544], [4.991019477, 52.33676636], [4.9909022489999995, 52.33658491], [4.99240872, 52.33617445], [4.992344833, 52.33591251]]",145.0
24,24,2788352,10/6/2020,10/6/2020,16:49:00,16:52:03,"6,100","2,000,000","3,050","25,9","23,9",N,325,N325,oplopend,Westervoort,Presikhaaf,Arnhem,Arnhem Velperbroek,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,[],
25,25,2788157,10/5/2020,10/5/2020,16:27:00,17:30:05,"191,083","3,029,062","63,083","136,9","134,9",A,12,A12,oplopend,Westervoort,Duiven,Arnhem,Oberhausen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 63],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.9873578510000005, 51.97642162], [5.9875083579999995, 51.976516], [5.9882480000000005, 51.97571137], [5.988389252999999, 51.97582554], [5.989090022, 51.97501869], [5.989289792, 51.97512156], [5.990139663, 51.97440848], [5.989982539, 51.97429268], [5.991006944, 51.97370091], [5.990840035, 51.97359987], [5.99205133, 51.97284014], [5.991894138999999, 51.97274311], [5.992880799, 51.9721875], [5.992707855, 51.97210289], [5.9937528570000005, 51.97148761], [5.993573256, 51.97141963], [5.994692088, 51.97078091], [5.994517478, 51.97069456], [5.995640132, 51.97011134], [5.99545442, 51.970014299999995], [5.996545632, 51.96950119], [5.996343152000001, 51.96943169], [5.997677298999999, 51.96883158], [5.997459638, 51.96876394], [5.998651575, 51.96829707], [5.998498314, 51.96819354], [5.999888392999999, 51.96768308], [5.999784149, 51.9675716], [6.000930353999999, 51.96706545], [6.0010951, 51.9671904], [6.002190981, 51.9665636], [6.002289595, 51.96670784], [6.003486079, 51.96611774], [6.003551046, 51.96624448], [6.004775015, 51.96571657], [6.004799707, 51.96583701], [6.006101536, 51.96534134], [6.006129921, 51.96545494], [6.007397159, 51.96498503], [6.007458425, 51.96510024], [6.008743896, 51.96461218], [6.0088124370000005, 51.96473872]]",18.0
